2443,2016,105/11/09,16:32:41,冷錫光,總經理,03-5907070,公告本公司內部稽核主管異動,第 8 款,105/11/09
2443,2020,109/12/31,14:25:01,冷錫光,總經理,02-25282166,公告本公司內部稽核主管異動,第 8 款,109/12/31
2443,2021,110/02/26,17:24:15,冷錫光,總經理,02-25282166,公告本公司董事會通過新任內部稽核主管,第 8 款,110/02/26
2443,2021,110/03/23,14:40:59,冷錫光,總經理,02-25282166,公告本公司內部稽核主管異動,第 8 款,110/03/23
2443,2021,110/03/30,16:44:21,冷錫光,總經理,02-25282166,公告本公司董事會通過新任內部稽核主管,第 8 款,110/03/30
2443,2021,110/04/01,15:49:30,林俊輝,董事長,02-25282166,公告本公司發言人、代理發言人異動,第 8 款,110/04/01
